n;parametro estimado;erro padrao;ic_inf;ic_sup
1000;98.9429262939168;0.2274527724482433;98.37523076833584;99.3276973129628
2000;98.88075296108065;0.18379004217091996;98.44096900029876;99.15004907980206
4000;98.76934632848774;0.18575040616149305;98.3196567962178;99.03834539210274
6000;98.69188010451752;0.1914292330691248;98.30267341913292;98.96538690931543
8000;98.50510676874376;0.19290369762446308;98.13789710397049;98.92396246069752
10000;98.60937099844877;0.1744977184612591;98.25303359800465;98.92534318944028
12000;98.63586321079028;0.14029125442654786;98.30282393106356;98.89285086238056
14000;98.59606360464826;0.13819741079563908;98.28558641399687;98.81412908179578
16000;98.60744764646631;0.12572898841895172;98.3177246121962;98.814171480629
18000;98.55859925379723;0.12484640638097258;98.30267341913292;98.77323973621948
20000;98.6007049140163;0.10861767632527244;98.34164676308264;98.78561877111963
22000;98.5712271908187;0.11271472628167535;98.323886638166;98.76396000028693
24000;98.53835136815937;0.11065064024582814;98.31712326156736;98.73679258844965
26000;98.50581459679205;0.1129325136090362;98.28340739224713;98.70532221290355
28000;98.5096992598616;0.1083851086186954;98.29891263698829;98.69435141181481
30000;98.49975824398146;0.10453695238871244;98.30267341913292;98.68936347546136
32000;98.4948815924232;0.10182138423742232;98.31706173065581;98.68217523477705
34000;98.5361628821336;0.08941376772523017;98.35690864228577;98.689793874328
36000;98.54719842746172;0.08523134667693268;98.37017258552211;98.71331686871928
38000;98.54818199481086;0.08220679101645424;98.38705506943502;98.70524145880444
40000;98.54358964647345;0.08549863594570849;98.37213618478636;98.7054981633614
42000;98.57251616902704;0.08032751487838663;98.4056698877141;98.73290521725441
44000;98.57777194263865;0.07687808541266232;98.40916711815642;98.73657647792065
46000;98.548506054858;0.07234474415264164;98.40481200131552;98.68940757614031
48000;98.51944353241379;0.06976551188461559;98.37270438797373;98.64613026236408
50000;98.54950703719852;0.06824731576049634;98.40887173198773;98.67618179209744
52000;98.52913491229437;0.06830516737303266;98.39140224927135;98.65371551093156
54000;98.53834425230708;0.06487119581702602;98.40563500561936;98.65469659601662
56000;98.54263945432317;0.06231856841874672;98.41626214498892;98.65467558158214
58000;98.54482004477128;0.061586570831086984;98.42475857216623;98.65469473315376
60000;98.55639214688652;0.0600488985308889;98.44262298877672;98.67395670016107
62000;98.55472666646921;0.06050290637873852;98.44098535049248;98.67395646697668
64000;98.54214985382944;0.060443219281651174;98.43051278797377;98.65466287333372
66000;98.5722303273624;0.05773171791353372;98.4549933323321;98.68220360866276
68000;98.56107842137772;0.05656288974524808;98.44604817742815;98.6678233691358
70000;98.5520781744306;0.057514887865144526;98.44269764871497;98.6578488553363
72000;98.5596996075351;0.05552933528961377;98.44699411814655;98.66011253438158
74000;98.5517485674885;0.05438120618676391;98.44464284063594;98.65371551093156
76000;98.52735513299056;0.054994140561286015;98.42474260745615;98.62998320245188
78000;98.5258458184146;0.05408151636157011;98.42601047419157;98.62998314855808
80000;98.53582216414353;0.05384101437588613;98.43641925424728;98.63313830439577
82000;98.53006412072159;0.05407670301823785;98.42720075525341;98.63001393631941
84000;98.5316525229007;0.05213740143927941;98.43052423149813;98.62998320245188
86000;98.53251409696026;0.0511513615298145;98.43977263228777;98.62989526694284
88000;98.54027899723577;0.05072861999490972;98.44450342431023;98.63306076904064
90000;98.53288166710834;0.04944711764864879;98.43607306482464;98.62668762503414
92000;98.52560209666728;0.05010156829329193;98.43165714041079;98.62484673489423
94000;98.52246591984692;0.048914578628199055;98.43165714041079;98.62030917348784
96000;98.53227817317078;0.048034199839925226;98.44262300750741;98.62604522999972
98000;98.5234333603632;0.04886558184856078;98.43165714041079;98.62034790119414
100000;98.51952539191484;0.04944120330463921;98.42723387558058;98.61805572643915
102000;98.5178574854337;0.049227812677752;98.42602021981699;98.61118662137493
104000;98.51618465119041;0.04899393227555009;98.42473390365022;98.61118672403612
106000;98.533615574189;0.048483615694778485;98.4425476427632;98.62604147257869
108000;98.5411091626754;0.048066533022826666;98.44454956909159;98.6298622450676
110000;98.54005539371984;0.04749787529755392;98.44464284063594;98.62604147257869
112000;98.53941879237101;0.04697822245998443;98.44464275350691;98.62604147257869
114000;98.532861204348;0.04692969434183147;98.4425265543732;98.61907292305588
116000;98.53709334519331;0.04546790621199858;98.44455044934068;98.61911789186273
118000;98.53494794999092;0.04515188557834327;98.44455044934068;98.618066085716
120000;98.53874936014995;0.04425690934642147;98.44697159359646;98.62031915347842
122000;98.54283267706764;0.04428575982541588;98.45038359564302;98.62231463213604
124000;98.5440611890317;0.04369872795707424;98.4549616168622;98.6251046879807
126000;98.54156166139872;0.04283310285568232;98.45496343475963;98.61907292305588
128000;98.5314360851429;0.04297574352509193;98.44516248122758;98.61266670479843
130000;98.51976578846308;0.04366414927674976;98.43647351019816;98.59826689444048
132000;98.51877209075786;0.04397426370647934;98.43602947612885;98.60368063631556
134000;98.52981127349145;0.042859665510094326;98.44454956909159;98.61015147656526
136000;98.5328798084556;0.04297158163755827;98.44517102360471;98.61348256685645
138000;98.5307588730316;0.043743565506562235;98.44454956909159;98.6126659215122
140000;98.53294830492055;0.04289658880554024;98.44515363428158;98.61119072782287
142000;98.53452116380922;0.042348790082056366;98.44608111862163;98.61261352661728
144000;98.53553728472737;0.04186448856593957;98.4549616168622;98.61261274333106
146000;98.54128365924713;0.04152051692305835;98.46027484652002;98.61806577353157
148000;98.54731074122104;0.04047783131129173;98.46730894228706;98.62179510382131
150000;98.54677227911807;0.040695235498700084;98.46664728161932;98.62175148590786
152000;98.54047380340971;0.04022926317982434;98.46042761185323;98.61561337023791
