Bin center;Hist 1;Hist 2;Hist 3;Hist 4;Hist 5;Hist 6;Hist 7;Hist 8;Hist 9;Hist 10;Hist 11;Hist 12;Hist 13;Hist 14;Hist 15;Hist 16;Hist 17;Hist 18;Hist 19;Hist 20;Hist 21;Hist 22;Hist 23;Hist 24;Hist 25;Hist 26;Hist 27;Hist 28;Hist 29;Hist 30;Hist 31;Hist 32;Hist 33;Hist 34;Hist 35;Hist 36;Hist 37;Hist 38;Hist 39;Hist 40;Hist 41;Hist 42;Hist 43;Hist 44;Hist 45;Hist 46;Hist 47;Hist 48;Hist 49;Hist 50;Hist 51;Hist 52;Hist 53;Hist 54;Hist 55;Hist 56;Hist 57;Hist 58;Hist 59;Hist 60;Hist 61;Hist 62;Hist 63;Hist 64;Hist 65;Hist 66;Hist 67;Hist 68;Hist 69;Hist 70
76.5;10001;10009;8595;10890;24867;0;12098;15191;15352;12358;4946;1217;2824;8349;0;0;0;0;6570;0;668;0;0;0;0;1984;18103;0;10825;0;6686;0;0;0;22026;5005;44897;0;0;16290;0;0;73473;0;0;0;0;3862;18244;0;0;0;4265;15709;10345;20909;67866;121263;0;0;0;0;0;0;0;0;9916;12683;1422;929
77.5;10001;10009;8595;11219;25625;0;12098;15416;15660;12558;4720;1146;2743;8200;0;0;0;0;6075;0;477;0;0;0;0;1984;18753;0;10797;0;6215;0;0;0;18950;4826;37692;0;0;16111;0;0;66221;0;0;0;0;3293;18332;0;0;0;4112;16209;10463;5334;75164;112771;0;0;0;0;0;0;0;0;9864;12179;1422;836
78.5;10001;10032;8595;11753;26300;0;11459;15640;16055;12691;4494;1074;2634;8070;0;0;0;0;5651;0;286;0;0;0;0;1984;19314;0;10770;0;5807;0;0;0;16304;4707;29164;0;0;16111;0;0;57633;0;0;0;0;2886;18332;0;0;0;3909;16710;10557;3580;89029;0;0;0;0;0;0;0;0;0;9838;11475;1286;418
79.5;10001;10121;8669;12534;26553;0;10138;15893;16451;13023;4325;1074;2525;7978;0;0;0;0;5369;0;0;0;0;0;0;2034;19757;0;10770;0;5524;0;0;0;14151;4409;17837;0;0;16111;0;0;49427;0;0;0;0;2561;18332;0;0;0;3706;17260;10627;3114;99975;0;0;0;0;0;0;0;0;0;9787;11022;1286;0
80.5;10001;10080;8744;13356;26553;0;9329;16118;16935;13222;4127;1003;2444;7792;0;0;0;0;4945;0;0;613;0;0;0;2282;19964;0;10686;0;5116;0;0;0;12859;4290;7746;0;0;16469;0;0;40076;0;0;0;0;2195;18420;0;0;0;3554;17960;10651;3043;115057;0;0;0;0;0;0;0;0;0;9761;10367;1151;0
81.5;10001;10080;8819;14054;26553;0;9031;16342;17507;13621;3957;859;2308;7644;0;0;0;0;4592;0;0;1350;0;0;0;2678;20023;0;10686;0;4739;0;0;0;11628;4171;4947;0;0;16469;0;0;33015;0;0;0;0;1951;18595;0;0;0;3402;19111;10651;3043;132327;0;0;0;0;0;0;0;0;0;9735;10015;1151;0
82.5;10001;10080;8919;14671;25878;0;8988;16567;17991;13953;3787;716;2172;7458;0;0;0;0;4238;0;0;2086;0;0;0;3175;20082;0;10686;0;4394;1803;0;0;11136;4051;3320;0;0;17006;0;0;26526;0;0;0;0;1789;18771;0;0;0;3198;20062;10651;3079;146922;0;0;0;0;0;0;0;0;0;9709;9562;1015;0
83.5;10001;10080;9043;15123;24782;0;9201;16764;18519;14352;3618;716;2091;7272;0;0;0;0;3885;0;0;2823;0;0;0;3770;20112;0;10686;0;3955;6965;0;0;10767;3813;2278;0;0;18080;0;0;18511;0;0;0;0;1626;19035;0;0;0;3046;20912;10651;3293;163712;0;0;0;0;0;0;0;0;0;9709;9260;1015;0
84.5;10001;10080;9217;15945;23349;657;9883;16904;19047;14950;3335;644;1955;7124;0;0;0;0;3602;0;0;3559;0;0;0;4613;20171;0;10686;0;3547;10510;0;0;10336;3634;1627;0;0;19692;0;0;10877;0;0;0;0;1545;19255;0;0;0;2945;21813;10651;3759;0;0;0;0;0;0;0;0;0;0;9683;8958;1015;0
85.5;10001;10056;9442;16520;21832;4494;10650;16988;19619;15481;3137;573;1738;6920;0;0;0;0;3320;0;0;3682;0;0;0;5457;20230;0;10686;0;3264;13744;0;0;10028;3515;1236;0;0;21840;0;0;5916;0;0;0;0;1545;19650;0;0;0;2741;22963;10651;4439;0;0;0;0;0;0;0;0;0;0;9683;8707;880;0
86.5;10001;10009;9716;16972;20062;9208;11502;17213;20322;16411;2911;501;1575;6697;0;0;0;0;3037;0;0;3682;0;0;0;6796;20289;0;10658;0;2982;17351;0;0;9721;3277;911;0;0;24346;0;0;0;0;0;0;0;1707;20134;133438;0;0;2589;24064;10651;5119;0;0;0;0;0;0;0;0;0;0;9657;8556;880;0
87.5;10001;10009;10114;17219;18039;14251;11842;17409;20806;17342;2628;358;1412;6493;0;0;0;0;2613;0;0;3314;0;0;0;8384;20378;0;10602;0;2636;20896;0;0;9475;2919;650;0;0;26852;0;0;0;0;0;0;0;1992;20486;133438;0;0;2437;25465;10580;5871;0;0;0;0;0;0;0;0;0;0;9631;8354;880;0
88.5;10001;10009;10363;17301;15931;16224;12013;17578;21598;18471;2374;358;1195;6233;0;0;0;0;2472;0;0;2823;0;0;0;12501;20437;0;10602;0;2354;23571;0;0;9167;2800;455;0;0;29717;0;0;0;0;0;0;0;2317;20969;133438;0;0;2284;26766;10533;6659;0;0;0;0;0;0;0;0;0;0;9605;8203;812;0
89.5;9929;10009;10662;17301;12812;18307;12013;17746;22434;20132;2176;358;977;5844;0;0;0;0;1978;0;0;2209;0;0;0;15528;20555;0;10574;0;2165;26369;0;0;8982;2562;195;0;0;33118;0;0;0;0;0;0;0;3008;21673;133122;0;0;2081;28116;10510;7375;0;0;0;0;0;0;0;0;0;0;9605;8052;745;0
90.5;9929;9985;10912;17753;10452;20280;11459;17887;23270;21860;1978;358;787;5491;0;0;0;0;1695;0;0;1595;0;0;0;17512;20643;0;10574;0;1946;29976;0;0;8859;2443;0;0;0;34550;0;0;0;0;0;0;0;3984;22860;0;0;0;2031;29317;10416;8234;0;0;0;0;0;0;0;0;0;0;9580;7952;1151;0
91.5;9905;9961;11111;18370;7333;21815;10522;17971;24017;23455;1837;214;624;5065;0;0;0;0;1412;0;0;1104;0;0;0;19645;20702;0;10518;0;1820;32837;0;0;8675;2264;0;0;0;35803;0;0;0;0;0;0;0;5611;24354;0;0;0;1878;30468;10228;9022;0;0;0;0;0;0;0;0;0;0;9554;7650;1625;0
92.5;9929;9961;11360;19644;4720;22473;10351;18168;24765;25514;1639;143;461;4656;0;0;0;0;1200;0;0;613;0;0;0;21580;20862;0;10491;0;1663;35760;0;0;8429;1966;0;0;0;36519;0;0;0;0;0;0;0;7481;26201;0;0;0;1675;30567;10086;9702;0;0;0;0;0;0;0;0;0;0;9528;7146;2438;0
93.5;9953;9961;11485;20918;1938;22802;10181;18336;25689;28106;1413;0;298;4137;0;0;0;0;847;0;0;245;0;0;0;22820;0;0;10491;0;1506;38248;0;0;8306;1847;0;0;0;37414;0;0;0;0;0;0;0;11222;27212;0;0;0;1472;29767;9851;10526;0;0;0;0;11577;0;0;0;0;0;9476;6643;3183;0
94.5;9953;9961;11584;22315;0;23130;9798;18561;26349;30963;1243;0;190;3710;0;0;0;0;635;0;0;0;0;0;0;24160;0;0;10463;0;1412;40798;0;0;8244;1668;0;0;0;37773;0;0;0;0;0;0;0;14068;27695;0;0;0;1269;26315;9475;11313;0;0;0;0;36179;5872;8517;5882;0;0;9424;5989;4063;0
95.5;9977;10009;11784;23589;0;23350;9542;18813;27185;35348;1074;0;108;3116;0;0;0;0;494;0;0;0;0;0;0;25499;0;0;10463;0;1287;41855;0;0;8060;1370;0;0;0;38310;0;0;0;0;0;0;0;17971;27871;0;0;0;1117;21262;9005;12065;0;0;0;0;36179;15750;18739;5882;8771;0;9372;5334;6095;0
96.5;10048;10032;12033;25315;0;23350;9329;18982;28328;38671;848;0;54;2541;0;0;0;0;353;0;0;0;0;0;0;26640;0;0;0;0;1192;42353;0;0;7998;1251;0;0;0;38310;0;0;0;0;0;0;0;22729;27959;0;0;0;913;15609;8535;12889;0;0;0;0;36179;29097;13628;7352;48732;0;9321;4781;9685;0
97.5;10099;10056;12232;26794;0;23569;9159;19150;29120;41063;650;0;27;1688;0;0;0;0;282;0;0;0;0;0;0;27633;0;0;0;0;1130;42695;0;0;7813;1072;0;0;0;38310;0;0;0;0;0;0;0;27120;28040;155309;0;0;812;8455;7970;13605;0;0;0;0;36179;44046;13628;8823;104288;0;9321;4227;16051;0
98.5;10072;10056;12531;28109;0;23679;8946;19291;29824;45116;480;0;0;909;0;0;0;0;0;0;0;0;0;0;0;28377;0;0;0;0;1067;42664;0;0;7752;953;0;0;0;38516;0;0;0;0;0;0;0;28462;28003;155630;15933;2579;609;4652;7383;14070;0;0;0;0;34732;60331;13628;10294;165692;0;9321;3875;39282;0
99.5;10072;10056;12904;29195;0;23788;8647;19761;30931;46889;282;0;0;74;0;0;0;0;0;0;0;0;0;0;0;29069;0;0;0;0;910;42602;0;0;7567;238;0;0;0;38489;0;0;0;0;0;0;0;29319;28003;155625;15933;2579;101;3051;6983;14464;0;0;0;0;34732;83021;15332;10294;198839;0;9321;3271;43860;0
