n;parametro estimado;erro padrao;ic_inf;ic_sup
1000;96.99716550047044;0.2221792791994708;96.54580651463476;97.39821891860196
2000;97.14281733992675;0.1697370079960166;96.84308094622723;97.45380324095156
4000;97.30715521662547;0.13709048617849065;97.02747725575158;97.5797546175157
6000;97.28355901609794;0.11538286864254388;97.05417643604362;97.52863940280878
8000;97.2348132263303;0.08777161329209915;97.05885974781694;97.42096576290292
10000;97.18200003334282;0.07102596695888773;97.03217504005531;97.31552986318655
12000;97.1754126933794;0.0685431902638888;97.03212040397749;97.3071737660178
14000;97.18898305284469;0.061335943201706634;97.06340865903219;97.3119848088368
16000;97.1576972948678;0.05863848358775405;97.03212040397749;97.26927421920445
18000;97.1564231849434;0.05322457719170329;97.04047313455172;97.2620405982755
20000;97.16397473578192;0.0483189032476864;97.06217035530972;97.26296701935829
22000;97.19397791076264;0.046878253175063216;97.10053444817629;97.29495216851289
24000;97.19009527950666;0.04529977565840415;97.10006372601498;97.27516145528969
26000;97.18365689108866;0.04423145999915795;97.09593278311527;97.27191625105358
28000;97.1704351338403;0.043162944637037466;97.08182385069266;97.26196305779526
30000;97.1652616533071;0.04208591791205097;97.07982828881157;97.25379974313135
32000;97.17596979492279;0.0412263906766276;97.09600975545202;97.26463711275065
34000;97.18736941315363;0.03860744009165848;97.11517826243544;97.26873982301993
36000;97.19436399633364;0.03813326398603077;97.12525421168414;97.27191625105358
38000;97.21413145278768;0.037285374326360025;97.14188228990496;97.29210927597336
40000;97.22867439251087;0.037020536682970034;97.16188132436258;97.3071737660178
42000;97.2194790858602;0.036169097147290295;97.15319656176071;97.29467008841898
44000;97.22339410514891;0.035068562648465584;97.16070716886013;97.29640964084456
46000;97.22463599571712;0.03387406293128093;97.16469751578937;97.29471828396112
48000;97.2344996876347;0.03335414083694942;97.17409326495691;97.30310121643991
50000;97.22413596527599;0.03204826741443833;97.16639064598145;97.28746906938305
52000;97.21260280017124;0.03078381200121104;97.1590173867767;97.2737078446735
54000;97.208675602807;0.030468157172000236;97.1522412021488;97.27012385975641
56000;97.20158474909776;0.02938505178389341;97.14185543773232;97.2620405982755
58000;97.2088462396298;0.02952773780488441;97.15324332025942;97.26873982301993
60000;97.20866513897155;0.02898200345473133;97.15302731548893;97.2680968062733
62000;97.20748853550488;0.028167955340835306;97.15384743145528;97.2634763564448
64000;97.21605053375632;0.028513976021240645;97.1630483125977;97.27317617089285
66000;97.21713135065565;0.027599665290438592;97.16820539128464;97.27315917162286
68000;97.2191135617111;0.027952039109411075;97.16823137103347;97.27422600725674
70000;97.21901105899326;0.027544926138411682;97.16820539128464;97.27513926810735
72000;97.21983717995741;0.027509203822388056;97.168503976677;97.27516145528969
74000;97.21722930470962;0.027117102191350502;97.16823321989868;97.27234183000387
76000;97.21300839826185;0.02676704438114444;97.1647604264515;97.2680968062733
78000;97.20637081312742;0.026482736744403997;97.15683300462463;97.2606293937088
80000;97.20231938939621;0.026451253743666463;97.14856463053249;97.2558030633394
82000;97.20496556905655;0.025876592396649644;97.15508350169027;97.25660472850466
84000;97.2020599648715;0.0259592907512338;97.15224087476344;97.2558030633394
86000;97.19817946888584;0.025008713356183772;97.14824160497942;97.25037523595142
88000;97.19978194149375;0.024903218013732204;97.1513927727116;97.25105654784348
90000;97.20009131360544;0.02506161958567657;97.15133453887766;97.2514988813212
92000;97.19662068297279;0.025024350976167717;97.14633622552051;97.24768676198991
94000;97.198968044882;0.024388078776132385;97.15210126782888;97.24949083785236
96000;97.19643233916534;0.02410751279715905;97.14826295778336;97.24633500744484
98000;97.19251863007092;0.024136683561192536;97.144611259826;97.24030236585348
100000;97.19619435591407;0.023586633383830602;97.14989812492472;97.24381315532959
102000;97.19405768345;0.02316354582535756;97.14744894557285;97.2404282916166
104000;97.19523573963558;0.022807753714826254;97.1493129847512;97.2405310212949
106000;97.20540238440078;0.023062438433861618;97.16067707183048;97.25360116638706
108000;97.20623001339642;0.022862701657271;97.16237315587874;97.25363740395801
110000;97.20647798659813;0.022837191550378687;97.16192965447429;97.25362473807249
112000;97.20278210944595;0.022651889383207183;97.16060691919382;97.25134732778156
114000;97.19705948624392;0.022300465905326344;97.15296193436535;97.24295262357144
116000;97.19354087444815;0.0218352684653146;97.14932895200536;97.23766859791836
118000;97.19869324716579;0.02203575861575795;97.15612393991891;97.24426025263134
120000;97.19711517708986;0.02134786005885381;97.15563612746769;97.24030557097281
122000;97.1956451184346;0.0211685247475564;97.15514056397757;97.23896552420015
124000;97.19642183670663;0.02066241709864233;97.15636987897504;97.2392637452687
126000;97.19620499020849;0.020850857955272344;97.15619093273912;97.23991780152686
128000;97.19310197129423;0.020500641629291574;97.1531307412876;97.23495035921732
130000;97.1934329402419;0.020232042565843683;97.15416093854662;97.23259613501794
132000;97.1928414677688;0.02031636931640219;97.15319824297777;97.23257060736958
134000;97.1928468330894;0.02001057134126761;97.15311880286622;97.23336022182188
136000;97.1890917966875;0.01975467013542577;97.15013625077214;97.22780247364572
138000;97.19338398159876;0.019980189097665368;97.15383698235573;97.23316934382059
140000;97.19353544673893;0.02009376883650654;97.15425425392229;97.23408948179038
142000;97.1928270764389;0.020163009511022296;97.15319656176071;97.2325234955142
144000;97.18665998489608;0.019955866586244903;97.1468826198656;97.22629727973994
146000;97.19062947084412;0.01983342822404878;97.15220589036508;97.23045249381184
148000;97.18952057877055;0.019597522717024928;97.15200883708648;97.22822041586805
150000;97.19113208317611;0.019476103853405168;97.15296069782805;97.23045249381184
152000;97.19177981250664;0.019124898323870626;97.15514056397757;97.22950637007463
