n;parametro estimado;erro padrao;ic_inf;ic_sup
1000;40.99045908634246;0.007130675956856128;40.97957462108818;40.9998590482296
2000;40.997651199305494;0.0039578210606707395;40.9836832948905;40.999880878998496
4000;40.997529489432395;0.0022482632856385514;40.99091787474472;40.9998590482296
6000;40.99617594567903;0.0020950950974467342;40.99096099893974;40.99979809484661
8000;40.996385844038954;0.0015669192816032016;40.99369868273077;40.99900310668981
10000;40.996806521910784;0.0012312017735093294;40.99486227257389;40.99882221933207
12000;40.997198043201536;0.001108686856929594;40.995226357792696;40.99887239515511
14000;40.996757857060345;0.0010863055633836168;40.99486203400271;40.998172099932034
16000;40.99724519964599;0.0009024976639449392;40.995230527477936;40.99859984481604
18000;40.99733387136125;0.0007867438493942267;40.99556161750132;40.99860006719056
20000;40.99702334750464;0.0007882393651404857;40.99540200327133;40.998171877557525
22000;40.997036980384394;0.0007624347503669206;40.99551558859145;40.99838016947912
24000;40.99732063436426;0.0007779999369560092;40.99582139812768;40.99849936681017
26000;40.99706240816524;0.0007513790807093658;40.995562518503604;40.998380050263144
28000;40.99718856613143;0.000685977049897048;40.99582154708564;40.99838016947912
30000;40.996953915599434;0.0006511471382964645;40.99556187728195;40.99810132466751
32000;40.996871696318415;0.0006285717785096972;40.99569237350432;40.99810104267952
34000;40.99676831666552;0.0006194888497621577;40.99556174825733;40.99809351280683
36000;40.996767767042186;0.0006439293689959508;40.99556161750132;40.99810104267952
38000;40.996794200056094;0.0005639622222803496;40.995692550810496;40.998086775769025
40000;40.996611860916865;0.0005537530524712145;40.995515335305335;40.99770334175621
42000;40.996574042053155;0.0005261548734640336;40.995515335305335;40.99743218116311
44000;40.996624654817296;0.0005216810491992007;40.99551546967686;40.99743216005609
46000;40.9964755382747;0.0005423129846895251;40.9952413689267;40.997404722795146
48000;40.99636487998901;0.0005330584495694782;40.995230538158594;40.997248370381065
50000;40.99636306034017;0.0005191634916302583;40.99523069895374;40.99724833458558
52000;40.99621344108297;0.0005328491247791315;40.99522636196239;40.99719502257766
54000;40.99630169564399;0.0005301831220711034;40.995230538158594;40.99724833458558
56000;40.996171779924154;0.0005224818908764661;40.99522966413832;40.99719502257766
58000;40.99604473241719;0.0005025421269508422;40.99509370159683;40.99702714501802
60000;40.99614193838138;0.000479298501808281;40.99522966413832;40.99705313687855
62000;40.996145695926145;0.00046589419236496907;40.995230696341295;40.9970531664249
64000;40.99608830854518;0.00047499194301251277;40.99522966413832;40.99702714501802
66000;40.996148789604064;0.0004906936093624309;40.995230527477936;40.99708271355493
68000;40.99608912588853;0.0004886218420650284;40.99522652687117;40.9970531664249
70000;40.99609278373492;0.0004918367159297583;40.99522636109817;40.997053137617215
72000;40.996110601050304;0.00047438141449170334;40.99522966413832;40.99705319675199
74000;40.99632655034241;0.00046858941786193136;40.99540211655704;40.997180446727036
