# Results collected after 10000 snapshots.
163.79889	0.00000
164.38651	0.00004
164.97413	0.00024
165.56175	0.00104
166.14937	0.00289
166.73698	0.00579
167.32460	0.00925
167.91222	0.01307
168.49984	0.01735
169.08746	0.02212
169.67508	0.02723
170.26270	0.03273
170.85032	0.03872
171.43794	0.04514
172.02556	0.05217
172.61318	0.05992
173.20079	0.06822
173.78841	0.07721
174.37603	0.08708
174.96365	0.09773
175.55127	0.10922
176.13889	0.12161
176.72651	0.13500
177.31413	0.14937
177.90175	0.16485
178.48937	0.18125
179.07699	0.19880
179.66460	0.21733
180.25222	0.23688
180.83984	0.25737
181.42746	0.27868
182.01508	0.30070
182.60270	0.32334
183.19032	0.34648
183.77794	0.37011
184.36556	0.39404
184.95318	0.41817
185.54080	0.44237
186.12842	0.46644
186.71603	0.49044
187.30365	0.51421
187.89127	0.53764
188.47889	0.56067
189.06651	0.58310
189.65413	0.60508
190.24175	0.62635
190.82937	0.64709
191.41699	0.66705
192.00461	0.68639
192.59223	0.70503
193.17984	0.72284
193.76746	0.73988
194.35508	0.75616
194.94270	0.77165
195.53032	0.78645
196.11794	0.80051
196.70556	0.81376
197.29318	0.82627
197.88080	0.83804
198.46842	0.84908
199.05604	0.85949
199.64365	0.86921
200.23127	0.87833
200.81889	0.88687
201.40651	0.89489
201.99413	0.90238
202.58175	0.90934
203.16937	0.91579
203.75699	0.92178
204.34461	0.92733
204.93223	0.93255
205.51985	0.93735
206.10747	0.94178
206.69508	0.94586
207.28270	0.94972
207.87032	0.95323
208.45794	0.95651
209.04556	0.95952
209.63318	0.96231
210.22080	0.96494
210.80842	0.96730
211.39604	0.96948
211.98366	0.97151
212.57128	0.97341
213.15889	0.97518
213.74651	0.97681
214.33413	0.97831
214.92175	0.97975
215.50937	0.98107
216.09699	0.98230
216.68461	0.98347
217.27223	0.98455
217.85985	0.98555
218.44747	0.98650
219.03509	0.98740
219.62270	0.98822
220.21032	0.98898
220.79794	0.98972
221.38556	0.99040
221.97318	0.99104
222.56080	0.99162
223.14842	0.99217
223.73604	0.99271
224.32366	0.99321
224.91128	0.99366
225.49890	0.99410
226.08652	0.99452
226.67413	0.99491
227.26175	0.99528
227.84937	0.99562
228.43699	0.99593
229.02461	0.99622
229.61223	0.99650
230.19985	0.99677
230.78747	0.99701
231.37509	0.99723
231.96271	0.99745
232.55033	0.99764
233.13794	0.99782
233.72556	0.99799
234.31318	0.99815
234.90080	0.99829
235.48842	0.99843
236.07604	0.99856
236.66366	0.99868
237.25128	0.99880
237.83890	0.99890
238.42652	0.99899
239.01414	0.99908
239.60175	0.99916
240.18937	0.99924
240.77699	0.99931
241.36461	0.99937
241.95223	0.99943
242.53985	0.99948
243.12747	0.99953
243.71509	0.99957
244.30271	0.99961
244.89033	0.99965
245.47795	0.99969
246.06557	0.99972
246.65318	0.99975
247.24080	0.99978
247.82842	0.99980
248.41604	0.99982
249.00366	0.99984
249.59128	0.99986
250.17890	0.99987
250.76652	0.99988
251.35414	0.99989
251.94176	0.99990
252.52938	0.99992
253.11699	0.99993
253.70461	0.99994
254.29223	0.99994
254.87985	0.99995
255.46747	0.99996
256.05509	0.99996
256.64271	0.99997
257.23033	0.99997
257.81795	0.99997
258.40557	0.99998
258.99319	0.99998
259.58080	0.99998
260.16842	0.99998
260.75604	0.99999
261.34366	0.99999
261.93128	0.99999
262.51890	0.99999
263.10652	0.99999
263.69414	0.99999
264.28176	0.99999
264.86938	0.99999
265.45700	1.00000
266.04461	1.00000
266.63223	1.00000
267.21985	1.00000
267.80747	1.00000
268.39509	1.00000
268.98271	1.00000
269.57033	1.00000
270.15795	1.00000
270.74557	1.00000
271.33319	1.00000
271.92081	1.00000
272.50843	1.00000
273.09604	1.00000
273.68366	1.00000
274.27128	1.00000
274.85890	1.00000
275.44652	1.00000
276.03414	1.00000
276.62176	1.00000
277.20938	1.00000
277.79700	1.00000
278.38462	1.00000
278.97224	1.00000
279.55985	1.00000
280.14747	1.00000
280.73509	1.00000
