n;parametro estimado;erro padrao;ic_inf;ic_sup
130000;99.99763925391345;0.00213102111821665;99.9916580682917;99.9992203502112
132000;99.99760806701352;0.0021578368109484666;99.99159436931674;99.9992203502112
134000;99.99771210834174;0.0019185635122022844;99.99240732422132;99.9992203502112
136000;99.99767351753717;0.0019459825611827775;99.9922072242327;99.9992203502112
138000;99.99766459343905;0.001946345459332002;99.99237110674603;99.9992203502112
140000;99.99768914354794;0.00190995897913475;99.99235299800841;99.9992203502112
142000;99.99756203767504;0.002015582323785768;99.99212256530205;99.9992203502112
144000;99.99778638083342;0.0016544626124593011;99.99326362666464;99.9992203502112
146000;99.99814090882523;0.001257751611848438;99.99454680175826;99.9992203502112
148000;99.99839034767479;0.0009600086385263114;99.99539521316179;99.9992203502112
150000;99.99839799155365;0.000918213688709356;99.9957756495076;99.9992203502112
152000;99.99845056327055;0.0007660741741566473;99.99651306829892;99.9992203502112
154000;99.99851214721667;0.0005650170545040796;99.99741789429966;99.9992203502112
156000;99.99850953816825;0.0005268304158593163;99.99735734344156;99.9992203502112
158000;99.99850245647019;0.0005394532340213311;99.99738539168918;99.9992203502112
160000;99.99849444054061;0.0005397934292808779;99.99736914038391;99.9992203502112
162000;99.99848285834813;0.0005501997661114373;99.99727056405855;99.9992203502112
164000;99.9984714118411;0.0005388815513651853;99.99733663777339;99.9992203502112
166000;99.99847375436686;0.0005591951351433757;99.99726817613958;99.9992203502112
168000;99.99846515046454;0.0005624781441092641;99.99726267437929;99.9992203502112
170000;99.99845990879889;0.0005736081334566642;99.99726267437929;99.9992203502112
172000;99.99845380661543;0.0005583996496830057;99.99726267437929;99.9992203502112
174000;99.99876544958241;0.0005346739830501794;99.99754097362433;99.99933571261984
176000;99.9987567870572;0.000540241989936806;99.99751477907269;99.99933571261984
178000;99.99875579721476;0.0005423952774098336;99.99749816000252;99.99933571261984
180000;99.99874563513475;0.0005489543791824247;99.99747675319165;99.99933571261984
182000;99.99874386307786;0.0005596756135571782;99.99741829735109;99.99933571261984
184000;99.99874155250492;0.0005532184187024995;99.99743393956985;99.99933571261984
186000;99.9987236049907;0.0005571100149546172;99.99738371638962;99.99933571261984
188000;99.99873366860416;0.0005575585926772495;99.99739112594804;99.99933571261984
190000;99.99872210359531;0.0005669463313974427;99.99736971913715;99.99933571261984
192000;99.9987121286914;0.0005697821068091591;99.99734790064178;99.99933571261984
194000;99.99870676269711;0.0005798899066041561;99.99731455446671;99.99933571261984
196000;99.9987033084669;0.0005892453952808649;99.99730549870448;99.99933571261984
198000;99.99869083078849;0.0005820196959883088;99.99728409189356;99.99933571261984
200000;99.99868387249701;0.0005993022566948237;99.99726268302452;99.99933571261984
202000;99.99868980627367;0.0005908790848818935;99.99726267437929;99.9993334065253
204000;99.99868263837934;0.000600466625074861;99.99726267437929;99.99933109927711
206000;99.99866033035772;0.0006024301009858279;99.9972495624714;99.99932879202895
208000;99.99865705731531;0.0005951846761762275;99.99726267437929;99.99932648478077
210000;99.99865148700434;0.0005972598097446487;99.99726267437929;99.9993241775326
212000;99.99864182611837;0.0005913423846314607;99.99726267437929;99.99932187028443
214000;99.99865072779632;0.0005906780433352861;99.99726267437929;99.99931956303625
216000;99.99862805264112;0.0005956340413997875;99.99726267437929;99.99931725578809
218000;99.99862736816928;0.0005853962401522273;99.99726267437929;99.9993149485399
220000;99.99862844835143;0.000588319802136226;99.99726267437929;99.99931264129174
222000;99.99861787703871;0.0006039181638188224;99.99726267437929;99.99931033404356
224000;99.99861608533674;0.0005881718861526579;99.9972359022981;99.99930802679539
226000;99.99859695417948;0.0005862766359135987;99.99726267437929;99.99930571954721
228000;99.99860071134799;0.0005964080201466974;99.99726267437929;99.99930341229904
230000;99.99858560461334;0.000596027946521477;99.99726267437929;99.99930110505088
232000;99.99857249439975;0.0005936830384325559;99.99719273473262;99.9992987978027
234000;99.99858152466908;0.0005948819250798525;99.99726267437929;99.99929649055453
236000;99.99856710269704;0.0005888145024703791;99.99726267437929;99.99929418330635
238000;99.99856613975136;0.0005851187423437507;99.99726267437929;99.99929187605818
240000;99.99855276901044;0.0005903801342528307;99.99726267437929;99.99928956881001
242000;99.99856074847365;0.0005831661180466081;99.99726267437929;99.99928726156183
244000;99.99854162588655;0.0005924698187775054;99.99726267437929;99.99928495431367
246000;99.99852808388712;0.0006005102964372467;99.99716213518097;99.99928264706548
248000;99.99853365060564;0.0005954875091327089;99.99726267437929;99.99928033981732
250000;99.99853562965444;0.0006107596467917786;99.99715339245192;99.99927803256914
252000;99.99852188267728;0.0005998273419900422;99.9971490210874;99.99927572532097
254000;99.99850798185818;0.0005982724907105344;99.99726267437929;99.9992734180728
